,element,Tc,Tc_mean
6201,V50Ti45Ta5,4.55,4.55
6202,V50Ti49Ta1,4.51,4.51
6203,H0.983Pd1,7.355,7.355
6204,H0.963Pd1,6.377,6.377
6205,H0.938Pd1,5.523,5.523
6206,H0.886Pd1,3.478,3.478
6207,H0.827Pd1,1.449,1.449
6208,Cu1.3Mo6S8,10.3,10.3
6209,Cu3Mo6S8,5.5,5.5
6210,Sn1Fe0.05Mo6S8,7.05,7.05
6211,Sn0.5Eu0.5Mo6S8,10.2,10.2
6212,Cu1.6Mo6S8,11.3,11.3
6213,Cu2.6Mo6S8,8.0,9.25
6214,Cu3.2Mo6S8,7.6,8.05
6215,La1Pt2.2B2C1,6.5,6.5
6216,Y1Pt2B2C1,10.5,10.5
6217,La0.5Th0.5Ni2B2C1,3.9,3.9
6218,Sc0.5Lu0.5Ni2B2C1,15.6,15.6
6219,La0.5Lu0.5Ni2B2C1,14.8,14.8
6220,Y1Ni1.98Ru0.02B2C1,12.8,12.8
6221,Y1Ni1.94Ru0.06B2C1,8.7,8.7
6222,Y1Ni1.9Ru0.1B2C1,7.0,7.0
6223,Y1Ni1.98Fe0.02B2C1,13.4,13.4
6224,Y1Ni1.94Fe0.06B2C1,10.2,10.2
6225,Y1Ni1.9Fe0.1B2C1,8.2,8.2
6226,Y1Ni1.86Fe0.14B2C1,6.2,6.2
6227,Y1Pd4.2B3C0.3,24.0,24.0
6228,Y1Ni1.8Pd0.2B2C1,14.0,14.0
6229,Y1Ni1.5Pd0.5B2C1,12.1,12.1
6230,Y1Ni1.3Pd0.7B2C1,12.1,12.1
6231,Y1Ni1Pd1B2C1,11.8,11.8
6232,Y1Ni0.8Pd1.2B2C1,11.8,11.8
6233,Y1Pd3B3C0.3,22.0,22.0
6234,La1Pt1.5Au0.6B2C1,10.2,10.2
6235,Pr1Pt1.5Au0.6B2C1,6.0,6.0
6236,Sc3.5Dy1.5Ir4Si10,5.0,4.465
6237,Cu0.9Co1.9S4,1.6,1.6
6238,Tm1Rh1.3Sn4,2.07,2.07
6239,Pt3V1,0.508,0.508
6240,Th7Fe1.86Co1.14,1.07,1.07
6241,Th7Fe0.72Co2.28,2.27,2.27
6242,Th7Fe2.43Ni0.57,1.05,1.05
6243,Y0.8Ca0.2C2,2.82,2.82
6244,Y0.7Ca0.3C2,2.4,2.4
6245,C1.95Y1,3.86,3.86
6246,Y0.91Th0.09C2,3.7,3.7
6247,Y0.81Th0.19C2,3.52,3.52
6248,Y0.7Th0.3C2,3.43,3.43
6249,Y0.9Ca0.1C2,3.15,3.15
6250,C1.35La1,11.0,11.0
6251,La1.9Th0.1C1.35,12.7,12.7
6252,C1.35Y1,10.0,10.0
6253,Hf1N1Cl1,25.5,25.5
6254,Zr1N1Cl1,13.0,13.0
6255,Y1Pd4B1C0.2,21.0,21.0
6256,Lu1Pd4B1C0.2,10.0,10.0
6257,Na1.5Ba6Si46,2.6,2.6
6258,Na0.3Ba6.2Si46,4.0,4.0
6259,Na0.2Ba6Si46,4.8,4.8
6260,Ba1Si2,5.3,5.3
6261,Ho1.8Dy0.2Ni2B2C1,6.6,6.6
6262,Lu0.8Dy0.2Ni2B2C1,11.8,11.8
6263,Lu0.6Dy0.4Ni2B2C1,7.5,7.5
6264,Lu0.4Dy0.6Ni2B2C1,4.3,4.3
6265,Lu0.3Dy0.7Ni2B2C1,2.0,2.0
6266,Eu1Nd2S5,3.0,3.0
6267,U1Pd2Al2.97Ga0.03,1.64,1.64
6268,U1Pd2Al2.94Ga0.06,1.51,1.51
6269,U1Pd2Al2.85Ga0.15,1.15,1.15
6270,U1Pd2Al2.7Ga0.3,0.52,0.52
6271,U1Pd2Al2.55Ga0.45,0.76,0.76
6272,U1Pd2Al2.4Ga0.6,0.33,0.33
6273,Nd1.72Ta3.28S2,4.3,4.3
6274,Y1Ni1.86Co0.14B2C1,8.5,8.13
6275,Y1Ni1.94Co0.06B2C1,12.1,11.8
6276,Y1Ni1.985Cu0.015B2C1,14.3,14.3
6277,Y1Ni1.95Cu0.05B2C1,14.7,14.7
6278,Y1Ni1.85Cu0.15B2C1,13.0,13.0
6279,Y1Cu2B2C1,10.0,10.0
6280,Y0.65Tb0.35Ni2B2C1,4.6,4.6
6281,Na2.9Ba4.5Si46,3.5,3.5
6282,La0.84Mo6Se8,9.4,9.4
6283,La0.88Mo6Se8,10.25,10.25
6284,La0.94Mo6Se8,11.0,11.0
6285,Sn0.875Mo6S8,14.048,14.048
6286,W0.25Sn0.875Mo6S8,13.635,13.635
6287,La1Pt1.5Au0.6B2.4C1.2,11.0,11.0
6288,Pr1Pt1.5Au0.6B2.4C1.2,6.2,6.2
6289,Y1Pt1.5Au0.6B2.4C1.2,5.8,5.8
6290,Y1Pd5B3C0.3,23.32,23.1066666666667
6291,Y1Ni1.9Cu0.1B2C1,13.8,13.75
6292,Y1Ni1.8Cu0.2B2C1,11.6,11.55
6293,Y1Ni1.7Cu0.3B2C1,10.9,10.85
6294,Y1Ni1.6Cu0.4B2C1,10.6,10.6
6295,Y1Ni1.4Cu0.6B2C1,10.4,10.45
6296,Y1Ni1Cu1B2C1,10.1,10.1
6297,Y1Ni1.98Co0.02B2C1,14.3,14.3
6298,Y1Ni1.9Co0.1B2C1,9.5,9.6
6299,Y1Ni1.8Co0.2B2C1,6.8,6.73333333333333
6300,Ho0.25Y0.75Ni2B2C1,13.8,13.8
6301,Ho0.5Y0.5Ni2B2C1,11.6,11.6
6302,Ho0.75Y0.25Ni2B2C1,10.2,8.9
6303,Ho0.85Y0.15Ni2B2C1,9.3,9.3
6304,Li2Na1N1C60,12.0,12.0
6305,Na4H4C60,15.0,15.0
6306,Lu1Ni0.9V0.1B1C1,2.94,2.94
6307,Lu1Ni0.8V0.2B1C1,2.6,2.6
6308,Lu1Ni0.9Cu0.1B1C1,3.3,3.3
6309,Lu1Ni0.8Cu0.2B1C1,3.38,3.38
6310,Lu1Ni1.97Co0.06B2C1,14.0,14.0
6311,Lu1Ni0.91Co0.18B2C1,8.8,8.8
6312,Lu1Ni1.85Co0.3B2C1,4.8,4.8
6313,Ho1Ni1.995Co0.01B2C1,6.72,6.72
6314,Ho1Ni1.95Co0.03B2C1,4.51,4.51
6315,Er1Ni1.98Co0.04B2C1,8.2,8.2
6316,Er1Ni1.97Co0.06B2C1,6.6,6.6
6317,Er1Ni1.9675Co0.065B2C1,6.2,6.2
6318,Er1Ni1.9625Co0.075B2C1,5.1,5.1
6319,Lu1Ni1.991Co0.018B2C1,15.6,15.6
6320,Lu1Ni1.95Co0.1B2C1,12.3,12.3
6321,Lu1Ni1.93Co0.14B2C1,10.5,10.5
6322,Lu1Ni1.89Co0.22B2C1,7.5,7.5
6323,Lu1Ni1.87Co0.26B2C1,6.0,6.0
6324,Lu1Ni1.83Co0.34B2C1,3.8,3.8
6325,Lu1Ni1.81Co0.38B2C1,2.9,2.9
6326,Lu1Ni1.8Co0.4B2C1,2.6,2.6
6327,Tm1Ni1.99Co0.02B2C1,10.3,10.3
6328,Tm1Ni1.98Co0.04B2C1,9.2,9.2
6329,Tm1Ni1.97Co0.06B2C1,8.7,8.7
6330,Tm1Ni1.96Co0.08B2C1,7.7,7.7
6331,Tm1Ni1.94Co0.12B2C1,5.9,5.9
6332,Tm1Ni1.92Co0.16B2C1,4.4,4.4
6333,Tm1Ni1.91Co0.18B2C1,3.2,3.2
6334,Tm1Ni1.88Co0.24B2C1,1.6,1.6
6335,Er1Ni0.199Co0.02B2C1,9.2,9.2
6336,Er1Ni0.973Co0.054B2C1,7.2,7.2
6337,Er1Ni1.96Co0.08B2C1,4.2,4.2
6338,Er1Ni1.955Co0.09B2C1,2.6,2.6
6339,Ho1Ni1.998Co0.004B2C1,7.2,7.2
6340,Ho1Ni1.993Co0.014B2C1,5.0,5.0
6341,Ho1Ni1.99Co0.02B2C1,4.8,4.8
6342,Ho1Ni1.98Co0.04B2C1,3.7,3.7
6343,Ho1Ni1.972Co0.056B2C1,2.4,2.4
6344,Dy1Ni1.995Co0.01B2C1,4.1,4.1
6345,Dy1Ni1.99Co0.02B2C1,3.1,3.1
6346,Dy1Ni1.985Co0.03B2C1,2.1,2.1
6347,Ce1.025Cu2Si2,0.6,0.6
6348,Ce1Cu2.05Si2,0.7,0.7
6349,Sn19Er4Rh6,1.32,1.26
6350,Sn18.59Er4.41Rh6,1.0,1.0
6351,Sn18.43Er4.57Rh6,0.97,0.97
6352,Sn0.9405Ge0.0095In0.05Te1,1.61,1.61
6353,Sn0.9215Ge0.0285In0.05Te1,1.74,1.74
6354,Sn0.9025Ge0.0475In0.05Te1,1.72,1.72
6355,Sn0.874Ge0.076In0.05Te1,1.64,1.64
6356,Sn0.855Ge0.095In0.05Te1,1.48,1.48
6357,Sn0.8075Ge0.1425In0.05Te1,1.09,1.09
6358,Sn0.76Ge0.19In0.05Te1,0.68,0.68
6359,Sn0.798Ge0.042In0.16Te1,2.36,2.36
6360,Sn0.756Ge0.084In0.16Te1,2.32,2.32
6361,Sn0.714Ge0.126In0.16Te1,2.23,2.23
6362,Sn0.672Ge0.168In0.16Te1,1.93,1.93
6363,Sn0.63Ge0.21In0.16Te1,1.87,1.87
6364,Sn0.588Ge0.252In0.16Te1,1.42,1.42
6365,Sn0.504Ge0.336In0.16Te1,0.42,0.42
6366,Y1Pd2B2C1,22.6,22.6
6367,La2Rh3Sn5,1.85,1.85
6368,Tm2Rh3Sn5,1.8,1.8
6369,Co3Th7,1.8,1.815
6370,Fe3Th7,2.1,1.9775
6371,La7Pd3,1.48,1.48
6372,Na0.05W1O3,91.0,91.0
6373,Ho0.8La0.2Ni2B2C1,1.3,1.3
6374,Ho0.9La0.1Ni2B2C1,2.25,2.25
6375,Ho0.93La0.07Ni2B2C1,3.0,3.0
6376,Ho0.95La0.05Ni2B2C1,6.62,6.62
6377,Ho0.97La0.03Ni2B2C1,7.44,7.44
6378,Al0.24Nb0.76,3.9,11.65
6379,Al0.245Nb0.725,18.4,18.4
6380,Nb0.747Al0.239Si0.014,18.0,18.0
6381,Nb0.758Al0.174Ge0.069,19.7,19.7
6382,Nb3Al0.75Ga0.3,19.1,19.1
6383,Nb2.9925Zr0.0075Al1,17.6,17.6
6384,Nb2.973Zr0.027Al1,16.6,16.6
6385,Nb2.927Zr0.073Al1,14.8,14.8
6386,Nb2.859Zr0.141Al1,13.6,13.6
6387,Nb2.985Hf0.015Al1,18.0,18.0
6388,Nb2.919Hf0.081Al1,16.5,16.5
6389,Nb2.85Hf0.15Al1,14.4,14.4
6390,Nb2.976Ti0.024Al1,17.7,17.7
6391,Nb2.9175Ti0.0825Al1,16.0,16.0
6392,Nb2.88Ti0.12Al1,15.0,15.0
6393,Nb2.778Ti0.222Al1,13.0,13.0
6394,Nb2.73Ti0.27Al1,11.5,11.5
6395,Nb2.58Ti0.42Al1,9.0,9.0
6396,Nb2.97W0.03Al1,18.0,18.0
6397,Nb2.94W0.06Al1,17.2,17.2
6398,Nb2.895W0.105Al1,16.0,16.0
6399,Nb2.85W0.15Al1,15.2,15.2
6400,Nb2.85Mo0.15Al1,15.5,14.45
6401,Nb2.775Mo0.225Al1,13.8,13.8
6402,Nb2.7Mo0.3Al1,12.3,11.85
6403,Nb2.94Ta0.06Al1,17.7,17.7
6404,Nb2.85Ta0.15Al1,16.8,16.8
6405,Nb2.739Ta0.261Al1,15.4,15.4
6406,Nb2.64Ta0.36Al1,14.5,14.5
6407,Nb2.859V0.141Al1,17.2,17.2
6408,Nb2.706V0.294Al1,15.6,15.6
6409,Nb2.55V0.45Al1,14.0,14.0
6410,Nb3Al0.98Se0.02,18.4,18.4
6411,Nb3Al0.967Se0.033,18.1,18.1
6412,Nb3Al0.952Se0.048,18.0,18.0
6413,Nb3Al0.94Se0.06,17.8,17.8
6414,Nb3Al0.924Se0.076,17.6,17.6
6415,Nb3Al0.9Se0.1,17.6,17.6
6416,Nb3Al0.985Si0.015,18.6,18.6
6417,Nb3Al0.975Si0.025,18.5,18.5
6418,Nb3Al0.964Si0.036,18.4,18.4
6419,Nb3Al0.956Si0.044,18.5,18.5
6420,Nb3Al0.945Si0.055,18.4,18.4
6421,Nb3Al0.935Si0.065,18.4,18.4
6422,Nb3Al0.983Ga0.017,18.8,18.8
6423,Nb3Al0.967Ga0.033,19.0,19.0
6424,Nb3Al0.95Ga0.05,19.2,19.2
6425,Nb3Al0.927Ga0.073,19.2,19.2
6426,Nb3Al0.907Ga0.093,19.1,19.1
6427,Nb3Al0.991Ge0.009,19.0,19.0
6428,Nb3Al0.98Ge0.02,19.3,19.3
6429,Nb3Al0.97Ge0.03,19.6,19.6
6430,Nb3Al0.96Ge0.04,19.8,19.8
6431,Nb3Al0.95Ge0.05,20.0,20.0
6432,Nb3Al0.94Ge0.06,20.0,20.0
6433,Nb3Al0.93Ge0.07,20.0,20.0
6434,Nb3Al0.91Ge0.09,19.8,19.8
6435,Ga0.32Nb0.68,20.2,20.2
6436,Ga0.3Nb0.7,16.3,16.3
6437,Nb0.79Al0.164Ga0.057,20.7,20.7
6438,Nb3Al0.9B0.1,19.8,19.8
6439,Nb3Al0.8B0.2,17.8,17.8
6440,Nb3Al0.95Be0.05,19.8,19.7
6441,Nb3Al0.9Be0.1,19.8,19.8
6442,Nb3Al0.8Be0.2,17.0,17.0
6443,Nb3Al0.7Be0.3,14.0,14.0
6444,Zr2Rh1H0.08,11.1,11.1
6445,Zr2Rh1H0.1,10.8,10.8
6446,Zr2Rh1H0.28,8.8,8.8
6447,Zr2Rh1H0.7,6.0,6.0
6448,U0.9822Th0.0178Be13,0.519,0.519
6449,U0.9815Th0.0185Be13,0.519,0.519
6450,U0.9545Th0.0455Be13,0.46,0.46
6451,U0.9535Th0.0465Be13,0.415,0.415
6452,U1Pt2.988Pd0.012,0.24,0.24
6453,Fe1Zr2,0.17,0.17
6454,La1Ni1Sn1,0.59,0.59
6455,La0.99Nd0.01Pt1Si1,3.71,3.71
6456,La0.98Nd0.02Pt1Si1,3.42,3.42
6457,La0.97Nd0.03Pt1Si1,3.27,3.27
6458,La0.96Nd0.04Pt1Si1,3.04,3.04
6459,La0.95Nd0.05Pt1Si1,2.76,2.76
6460,La0.94Nd0.06Pt1Si1,2.56,2.56
6461,La0.93Nd0.07Pt1Si1,2.29,2.29
6462,La0.92Nd0.08Pt1Si1,2.04,2.04
6463,La0.91Nd0.09Pt1Si1,1.73,1.73
6464,La0.9Nd0.1Pt1Si1,1.42,1.42
6465,La0.9997Ce0.0003Pt1Si1,3.2,3.2
6466,La0.9991Ce0.0009Pt1Si1,2.03,2.03
6467,La0.9989Ce0.0011Pt1Si1,1.5,1.5
6468,C0.78W0.22Si1,2.9,2.9
6469,C0.74W0.26Si1,3.3,3.3
6470,C0.72W0.28Si1,3.9,3.9
6471,Al0.029Ti0.971,0.65,0.65
6472,Al0.053Ti0.947,0.7,0.7
6473,Al0.102Ti0.898,0.73,0.73
6474,C2Y1,3.85,3.90225
6475,La1Ru3Os1P12,7.0,7.0
6476,La1Ru2Os2P12,7.0,7.0
6477,Nb0.75Al0.16Ga0.09,19.45,19.45
6478,Nb0.75Al0.185Ge0.065,20.26,20.26
6479,Nb0.75Al0.1875Ge0.0625,20.0,20.0
6480,Nb0.75Al0.02Ge0.05,19.8,19.8
6481,Nb0.79Al0.16Ge0.05,21.0,21.0
6482,Nb0.75Al0.23Ge0.02,19.2,19.55
6483,Nb0.75Al0.21Ge0.04,19.7,19.85
6484,Nb0.75Al0.17Ge0.08,19.8,19.8
6485,Nb0.75Al0.16Ge0.09,19.7,19.7
6486,Nb0.768Al0.146Ge0.086,17.4,17.4
6487,Nb0.76Al0.18Ge0.06,17.88,17.88
6488,Nb0.75Al0.178Ge0.072,20.1,20.1
6489,Nb0.73Al0.255Si0.015,18.7,18.7
6490,Nb0.75Al0.225Si0.025,16.4,16.4
6491,Nb0.75Al0.2Si0.05,15.4,15.4
6492,Nb0.75Al0.15Si0.1,15.4,15.4
6493,Nb0.7275Zr0.0225Al0.25,14.6,14.6
6494,Nb0.7425Zr0.0075Al0.25,17.4,17.4
6495,As1Nb3,0.31,2.35333333333333
6496,Au0.242Nb0.758,10.56,10.56
6497,Au0.2Nb0.8,5.0,6.45
6498,Au0.22Nb0.78,7.6,7.6
6499,Au0.24Nb0.76,11.0,10.78
6500,Nb0.75Au0.175Pt0.075,12.8,11.8666666666667
6501,C0.93Nb1,6.5,6.5
6502,C0.9Nb1,5.0,5.0
6503,C0.985Nb1,12.0,12.0
6504,C0.96Nb1,9.8,9.8
6505,Ga0.251Nb0.749,19.9,19.9
6506,Ga0.19Nb0.81,13.3,13.3
6507,Ga0.245Nb0.755,20.2,20.2
6508,Ge0.02Nb0.98,5.2,5.2
6509,Ge0.045Nb0.955,4.15,4.15
6510,Ge0.18Nb0.82,6.12,5.89
6511,Nb0.8Ga0.19Ni0.01,14.1,14.1
6512,Nb0.8Ga0.18Ni0.02,12.4,12.4
6513,Nb0.8Ga0.17Ni0.03,11.8,11.8
6514,Nb0.8Ga0.16Ni0.04,10.6,10.6
6515,Nb0.8Ga0.15Ni0.05,9.4,9.4
6516,Nb0.8Ga0.14Ni0.06,8.7,8.7
6517,Nb0.8Ga0.13Ni0.07,8.1,8.1
6518,Nb0.8Ga0.195Cr0.005,14.9,14.9
6519,Nb0.8Ga0.19Cr0.01,13.6,13.6
6520,Nb0.8Ga0.18Cr0.02,13.1,13.1
6521,Nb0.8Ga0.17Cr0.03,11.5,11.5
6522,Nb0.8Ga0.16Cr0.04,10.6,10.6
6523,Nb0.8Ga0.15Cr0.05,9.7,9.7
6524,Nb0.8Ga0.14Cr0.06,8.6,8.6
6525,Nb75Ga15Al10,18.55,18.55
6526,Nb75Ga10Al15,17.2,17.2
6527,Nb75Ga7.5Al17.5,18.3,18.7
6528,Nb1C0.5Ni0.5,17.3,17.3
6529,C0.98Nb1,11.8,11.72
6530,C0.99Nb1,10.6,10.6
6531,Nb0.25Ta0.75C1,9.8,9.8
6532,Nb0.95Mo0.05C1,12.1,12.1
6533,Nb0.85Mo0.15C1,12.7,12.7
6534,Nb0.71Mo0.29C1,13.45,13.45
6535,Nb0.51Mo0.49C1,12.22,12.22
6536,Nb0.3Mo0.7C1,12.1,12.1
6537,Nb0.15Mo0.85C1,11.673,11.673
6538,Nb80Ga19Co1,13.7,13.7
6539,Nb80Ga18Co2,12.2,12.2
6540,Nb80Ga17Co3,11.0,11.0
6541,Nb80Ga16Co4,9.85,9.85
6542,Nb80Ga15Co5,9.17,9.17
6543,Nb80Ga14Co6,8.1,8.1
6544,Nb80Ga13Co7,7.92,7.92
6545,Nb80Ga19.7Fe0.03,17.3,17.3
6546,Nb80Ga19.4Fe0.06,16.2,16.2
6547,Nb80Ga19Fe1,15.0,15.0
6548,Nb80Ga18Fe2,13.1,13.1
6549,Nb80Ga17Fe3,11.6,11.6
6550,Nb80Ga16Fe4,10.3,10.3
6551,Ga20Nb80,15.2,16.025
6552,Nb80Ga19Mn1,11.2,11.2
6553,Nb80Ga18Mn2,7.79,7.79
6554,Nb80Ga17Mn3,7.1,7.1
6555,Nb80Ga16Mn4,6.03,6.03
6556,Nb80Ga15Mn5,5.0,5.0
6557,Ga22Nb78,15.6,15.6
6558,Nb78Ga21Mn1,11.2,11.2
6559,Nb78Ga20Mn2,8.87,8.87
6560,Nb78Ga19Mn3,7.42,7.42
6561,Nb78Ga18Mn4,5.97,5.97
6562,Nb78Ga16Mn6,5.53,5.53
6563,Nb3.05Al0.7125Ge0.19,17.9,17.9
6564,Nb3.07Al0.5859Ge0.279,17.4,17.4
6565,Nb3.2Al0.24Ge0.4,10.2,10.2
6566,Al0.72Nb3.28,6.2,6.2
6567,Nb2.96Al0.7592Ge0.3224,19.8,19.8
6568,Nb3Al0.83Ge0.17,19.6,19.6
6569,Nb3Al0.76Ge0.24,20.4,20.325
6570,Nb3Al0.71Ge0.29,20.7,20.7
6571,Nb3Al0.66Ge0.34,20.4,20.4
6572,Nb3Al0.3Ge0.7,9.1,9.1
6573,Nb3Al0.15Ge0.85,7.4,7.4
6574,Nb80Ga17.5Cr2.5,12.5,12.5
6575,Pb1Te1Pb1S1,6.03,6.03
6576,Pb1Te1Sn1Te1,2.97,2.97
6577,Pb1S1Pb1Se1,4.59,4.59
6578,Pb1Te1Yb1S1,5.93,5.93
6579,N4H12Na2Cs1C60,29.6,29.6
6580,N0.75H2.25Na1K2C60,11.8,11.8
6581,N0.85H2.55Na1K2C60,9.0,9.0
6582,N0.74H2.22Na1Rb2C60,17.0,17.0
6583,N0.86H2.58Na1Rb2C60,12.0,12.0
6584,N0.93H2.79Na1Rb2C60,8.5,8.5
6585,N0.84H2.52Na1K2C60,13.0,13.0
6586,N0.87H2.61Na1K2C60,11.0,11.0
6587,N1H3Na1K2C60,8.0,8.0
6588,Pb1S1Yb1S1,6.39,6.39
6589,Pb1Se1Eu1S1,2.48,2.48
6590,Eu0.75Sn0.25Mo6S7.2Se0.8,3.9,3.9
6591,B2Ta1,9.5,9.5
6592,Y0.9Lu0.1Ni2B2C1,15.56,15.56
6593,Y0.2Lu0.8Ni2B2C1,14.68,14.68
6594,Y0.95Tb0.05Ni2B2C1,14.42,14.42
6595,Y0.9Tb0.1Ni2B2C1,13.48,13.09
6596,Y0.85Tb0.15Ni2B2C1,12.54,12.54
6597,Y0.8Tb0.2Ni2B2C1,11.43,11.215
6598,Y0.75Tb0.25Ni2B2C1,10.02,10.02
6599,Y0.7Tb0.3Ni2B2C1,9.03,8.565
6600,Y0.6Tb0.4Ni2B2C1,5.04,3.52
6601,Ce1Cu2Si1.9Ge0.1,0.2,0.2
6602,Ce1Cu2Si1.7Ge0.3,0.1,0.1
6603,Ba1Ta2S5,3.14,3.01
6604,Sn1Ta1S3,2.9,2.93
6605,Nb2Se2,6.9,6.9
6606,Sn1Nb1Se3,3.02,3.055
6607,Sn1Nb1S3,2.75,2.8
6608,Pb1Nb1S3,2.26,2.52666666666667
6609,Pb1Ta1S3,3.07,3.09666666666667
6610,Mg1C1Ni2.97Cu0.03,6.8,6.8
6611,Mg1C1Ni2.94Cu0.06,6.3,6.3
6612,Mg1C1Ni2.91Cu0.09,6.0,6.0
6613,Ce1Cu2.53Si2,0.62,0.62
6614,Ce1Ni2Ge2,0.22,0.216666666666667
6615,Ce1Cu2Ge2,0.64,1.32
6616,B2Re1,6.3,6.3
6617,U1Pt2.997Pd0.003,0.51,0.4785
6618,U1Pt2.994Pd0.006,0.42,0.41
6619,U1Pt2.991Pd0.009,0.34,0.345
6620,U0.978Th0.022Be13,0.52,0.539
6621,U0.97Th0.03Be13,0.6,0.602666666666667
6622,U0.962Th0.038Be13,0.56,0.546
6623,U0.957Th0.043Be13,0.53,0.5315
6624,U0.948Th0.052Be13,0.38,0.38
6625,Cu1S1.8Se0.2,2.2,2.2
6626,Cu0.78Zn0.22Ir2S4,3.3,3.3
6627,Cu0.75Zn0.25Ir2S4,3.3,3.3
6628,Cu0.65Zn0.35Ir2S4,2.8,2.8
6629,Cu0.55Zn0.45Ir2S4,2.41,2.41
6630,Mg0.7Be0.3B2,39.0,39.0
6631,Na3N1C60,14.7,14.7
6632,Er0.25Ho0.75Rh4B4,6.44,6.44
6633,Er0.16Ho0.84Rh4B4,5.95,5.95
6634,Pr1Mo6S8,2.55,2.55
6635,Nd1Mo6S8,3.5,3.5
6636,Sm1.2Mo6S8,2.4,2.4
6637,Gd1.2Mo6S8,1.4,1.4
6638,Ho1.2Mo6S8,1.25,1.7
6639,Tm1.2Mo6S8,1.95,1.95
6640,Yb1.2Mo6S8,8.6,8.6
6641,Lu1.2Mo6S8,1.95,1.95
6642,Y1.2Mo6S8,2.1,2.1
6643,Yb1Mo6S8,8.45,8.45
6644,La1Pd2Si2,0.39,0.39
6645,La2Rh3Si5,4.4,4.4
6646,Ce1Rh0.6Ir0.4In5,0.62,0.62
6647,Dy1Mo6S8,1.6,1.6
6648,Zn2Zr1,0.29,0.445
6649,Mg0.97Al0.03B2,37.3,37.3
6650,Mg0.94Al0.06B2,37.0,37.0
6651,Mg0.86Al0.14B2,35.1,35.1
6652,Mg0.82Al0.18B2,33.5,29.6
6653,Mg0.96Mn0.04B2,32.3,32.3
6654,Mg0.95Mn0.05B2,30.0,30.0
6655,B2Zr1,5.5,5.5
6656,K1Rb2C60,27.0,25.9333333333333
6657,K2Cs1C60,24.0,24.0
6658,K2Rb1C60,23.0,22.4
6659,Lu1Re1B1C1,6.1,6.1
6660,Y1Re1B1C1,4.7,4.7
6661,Tb1Re1B1C1,4.0,4.0
6662,Gd1Re1B1C1,4.0,4.0
6663,Li2Cs1C60,12.0,12.0
6664,Na2K1C60,2.5,2.5
6665,Na2Cs0.93C60,9.6,9.6
6666,Na2Cs0.88C60,8.3,8.3
6667,Na2Cs0.75C60,7.0,7.0
6668,K2.75Ba0.25C60,15.0,15.0
6669,Mg0.97Na0.03B2,38.0,38.0
6670,Mg0.93Na0.07B2,38.0,38.0
6671,Mg0.85Na0.15B2,38.0,38.0
6672,Mg0.8Na0.2B2,38.0,38.0
6673,Mg0.93Li0.07B2,37.8,37.8
6674,Mg0.85Li0.15B2,35.7,36.6
6675,Mg0.8Li0.2B2,34.0,34.0
6676,Mg0.75Li0.25B2,33.7,33.7
6677,Mg0.7Li0.3B2,31.0,31.55
6678,Y1Ni1.98Mn0.02B2C1,15.48,15.48
6679,Y1Ni1.9Mn0.1B2C1,12.7,12.7
6680,Y1Ni1.8Mn0.2B2C1,8.7,8.7
6681,Y1Ni1.7Mn0.3B2C1,5.7,5.7
6682,Sc1Ni2B2C1,16.5,16.25
6683,Cs2Rb1C60,33.0,33.0
6684,Cs1Rb2C60,31.0,31.075
6685,C60Rb2,29.0,29.0
6686,C60Rb4,29.0,29.0
6687,Na3.5N0.5C60,14.7,14.7
6688,Ba6C60,7.0,7.0
6689,C60Yb2.75,6.0,5.8
6690,Na2Rb1C60,3.4,3.175
6691,Na2Rb0.75Cs0.25C60,5.2,5.2
6692,Na2Rb0.5Cs0.5C60,8.4,8.3
6693,Na2Rb0.25Cs0.75C60,9.4,9.4
6694,C60Sm3,8.0,8.0
6695,Cs1.2Tl2.4C60,29.5,29.5
6696,Cs3Hg3.3C60,29.0,29.0
6697,Cu0.8Zn0.2Ir2S4,3.32,3.32
6698,Cu0.7Zn0.3Ir2S4,3.05,2.9125
6699,Cu0.6Zn0.4Ir2S4,2.61,2.605
6700,Cu0.5Zn0.5Ir2S4,2.19,2.1975
6701,Cu0.4Zn0.6Ir2S4,1.73,1.73
6702,Cu0.3Zn0.7Ir2S4,1.36,1.36
6703,Cu0.2Zn0.8Ir2S4,0.47,0.47
6704,Mg0.99Ti0.01B2,38.6,38.6
6705,Mg0.95Ti0.05B2,38.5,38.5
6706,Mg0.9Ti0.1B2,38.3,38.3
6707,Mg0.8Ti0.2B2,37.8,37.8
6708,Mg0.6Ti0.4B2,37.5,37.5
6709,Mg0.4Ti0.6B2,37.6,37.6
6710,H1Br3C61,115.0,115.0
6711,H1Cl3C61,80.0,80.0
6712,La1Os4As12,3.2,3.2
6713,Ti1Rh1Si1,5.1,5.1
6714,Zr1Ru4P2,11.0,11.0
6715,Hf1Ru4P2,9.5,9.5
6716,Zr1Rh1Si1,10.5,10.4
6717,Ce1Rh0.6Co0.4In5,1.5,1.5
6718,Ce1Rh0.4Co0.6In5,1.43,1.43
6719,Ce1Rh0.3Co0.7In5,1.42,1.42
6720,Ce1Rh0.2Co0.8In5,1.57,1.57
6721,Ce1Co1.95,0.87,0.87
6722,Ce1Co1.85,0.86,0.86
6723,Ce1In3,0.2,0.173333333333333
6724,Mg1Co1Ni2.97Co0.03,6.7,6.7
6725,Mg1Co1Ni2.94Co0.06,6.0,6.0
